personID,filename,chirp_wer,Deepgram_wer,googleSTT_wer,whisper_wer,seamless_wer
1,as035,0.16666666666666666,0.5,0.3333333333333333,0.8333333333333334,0.16666666666666666
1,as036,0.125,0.25,0.25,0.125,0.125
1,as037,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666
1,as038,0.3333333333333333,0.5,0.5,0.16666666666666666,0.16666666666666666
1,as039,0.3333333333333333,0.5,0.5,0.16666666666666666,0.5
1,as040,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.2857142857142857
1,as041,0.125,0.375,0.25,0.125,0.125
1,as042,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666
1,as043,0.2,0.6,0.2,0.4,0.4
1,as044,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666
1,as045,0.25,0.375,0.25,0.25,0.125
1,as046,0.16666666666666666,0.8333333333333334,0.6666666666666666,0.5,0.3333333333333333
1,as047,0.5,0.5,0.5,0.16666666666666666,0.16666666666666666
